"seed","basename","file","threshold","pep_total","pep_pass","q_total","q_pass"
14,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed14_label0_pep_ipspline.txt",0.01,132,0,132,0
14,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed14_label0_pep_ipspline.txt",0.05,132,31,132,44
15,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed15_label0_pep_ipspline.txt",0.01,132,0,132,0
15,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed15_label0_pep_ipspline.txt",0.05,132,30,132,41
16,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed16_label0_pep_ipspline.txt",0.01,132,26,132,0
16,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed16_label0_pep_ipspline.txt",0.05,132,29,132,40
17,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed17_label0_pep_ipspline.txt",0.01,132,0,132,0
17,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed17_label0_pep_ipspline.txt",0.05,132,37,132,45
18,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed18_label0_pep_ipspline.txt",0.01,132,25,132,0
18,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed18_label0_pep_ipspline.txt",0.05,132,29,132,40
19,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed19_label0_pep_ipspline.txt",0.01,132,38,132,0
19,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed19_label0_pep_ipspline.txt",0.05,132,40,132,47
20,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed20_label0_pep_ipspline.txt",0.01,132,0,132,0
20,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed20_label0_pep_ipspline.txt",0.05,132,29,132,40
21,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed21_label0_pep_ipspline.txt",0.01,132,0,132,0
21,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed21_label0_pep_ipspline.txt",0.05,132,32,132,46
22,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed22_label0_pep_ipspline.txt",0.01,132,25,132,0
22,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed22_label0_pep_ipspline.txt",0.05,132,29,132,39
23,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed23_label0_pep_ipspline.txt",0.01,132,25,132,0
23,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed23_label0_pep_ipspline.txt",0.05,132,30,132,41
24,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed24_label0_pep_ipspline.txt",0.01,132,26,132,0
24,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed24_label0_pep_ipspline.txt",0.05,132,28,132,41
25,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed25_label0_pep_ipspline.txt",0.01,132,0,132,0
25,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed25_label0_pep_ipspline.txt",0.05,132,32,132,44
26,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed26_label0_pep_ipspline.txt",0.01,132,26,132,0
26,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed26_label0_pep_ipspline.txt",0.05,132,28,132,40
27,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed27_label0_pep_ipspline.txt",0.01,132,25,132,0
27,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed27_label0_pep_ipspline.txt",0.05,132,29,132,39
28,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed28_label0_pep_ipspline.txt",0.01,132,25,132,0
28,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed28_label0_pep_ipspline.txt",0.05,132,29,132,39
29,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed29_label0_pep_ipspline.txt",0.01,132,0,132,0
29,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed29_label0_pep_ipspline.txt",0.05,132,38,132,45
30,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed30_label0_pep_ipspline.txt",0.01,132,0,132,0
30,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed30_label0_pep_ipspline.txt",0.05,132,30,132,44
31,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed31_label0_pep_ipspline.txt",0.01,132,0,132,0
31,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed31_label0_pep_ipspline.txt",0.05,132,34,132,50
32,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed32_label0_pep_ipspline.txt",0.01,132,0,132,0
32,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed32_label0_pep_ipspline.txt",0.05,132,40,132,47
33,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed33_label0_pep_ipspline.txt",0.01,132,0,132,0
33,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed33_label0_pep_ipspline.txt",0.05,132,39,132,45
34,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed34_label0_pep_ipspline.txt",0.01,132,0,132,0
34,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed34_label0_pep_ipspline.txt",0.05,132,29,132,42
35,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed35_label0_pep_ipspline.txt",0.01,132,26,132,0
35,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed35_label0_pep_ipspline.txt",0.05,132,28,132,40
36,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed36_label0_pep_ipspline.txt",0.01,132,26,132,0
36,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed36_label0_pep_ipspline.txt",0.05,132,28,132,38
37,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed37_label0_pep_ipspline.txt",0.01,132,26,132,0
37,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed37_label0_pep_ipspline.txt",0.05,132,28,132,40
38,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed38_label0_pep_ipspline.txt",0.01,132,26,132,0
38,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed38_label0_pep_ipspline.txt",0.05,132,28,132,39
39,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed39_label0_pep_ipspline.txt",0.01,132,0,132,0
39,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed39_label0_pep_ipspline.txt",0.05,132,32,132,45
40,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed40_label0_pep_ipspline.txt",0.01,132,25,132,0
40,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed40_label0_pep_ipspline.txt",0.05,132,29,132,37
41,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed41_label0_pep_ipspline.txt",0.01,132,25,132,0
41,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed41_label0_pep_ipspline.txt",0.05,132,29,132,42
42,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed42_label0_pep_ipspline.txt",0.01,132,0,132,0
42,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed42_label0_pep_ipspline.txt",0.05,132,40,132,44
43,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed43_label0_pep_ipspline.txt",0.01,132,0,132,0
43,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed43_label0_pep_ipspline.txt",0.05,132,29,132,36
44,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed44_label0_pep_ipspline.txt",0.01,132,26,132,0
44,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed44_label0_pep_ipspline.txt",0.05,132,28,132,37
45,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed45_label0_pep_ipspline.txt",0.01,132,0,132,0
45,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed45_label0_pep_ipspline.txt",0.05,132,33,132,44
46,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed46_label0_pep_ipspline.txt",0.01,132,38,132,0
46,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed46_label0_pep_ipspline.txt",0.05,132,41,132,53
47,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed47_label0_pep_ipspline.txt",0.01,132,0,132,0
47,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed47_label0_pep_ipspline.txt",0.05,132,39,132,46
48,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed48_label0_pep_ipspline.txt",0.01,132,0,132,0
48,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed48_label0_pep_ipspline.txt",0.05,132,34,132,47
49,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed49_label0_pep_ipspline.txt",0.01,132,26,132,0
49,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed49_label0_pep_ipspline.txt",0.05,132,28,132,41
50,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed50_label0_pep_ipspline.txt",0.01,132,25,132,0
50,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed50_label0_pep_ipspline.txt",0.05,132,30,132,51
51,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed51_label0_pep_ipspline.txt",0.01,132,0,132,0
51,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed51_label0_pep_ipspline.txt",0.05,132,29,132,37
52,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed52_label0_pep_ipspline.txt",0.01,132,26,132,0
52,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed52_label0_pep_ipspline.txt",0.05,132,28,132,36
53,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed53_label0_pep_ipspline.txt",0.01,132,0,132,0
53,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed53_label0_pep_ipspline.txt",0.05,132,30,132,42
54,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed54_label0_pep_ipspline.txt",0.01,132,25,132,0
54,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed54_label0_pep_ipspline.txt",0.05,132,29,132,42
55,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed55_label0_pep_ipspline.txt",0.01,132,25,132,0
55,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed55_label0_pep_ipspline.txt",0.05,132,29,132,39
56,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed56_label0_pep_ipspline.txt",0.01,132,25,132,0
56,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed56_label0_pep_ipspline.txt",0.05,132,29,132,42
57,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed57_label0_pep_ipspline.txt",0.01,132,25,132,0
57,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed57_label0_pep_ipspline.txt",0.05,132,29,132,40
58,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed58_label0_pep_ipspline.txt",0.01,132,0,132,0
58,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed58_label0_pep_ipspline.txt",0.05,132,39,132,46
59,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed59_label0_pep_ipspline.txt",0.01,132,0,132,0
59,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed59_label0_pep_ipspline.txt",0.05,132,31,132,46
60,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed60_label0_pep_ipspline.txt",0.01,132,0,132,0
60,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed60_label0_pep_ipspline.txt",0.05,132,29,132,39
61,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed61_label0_pep_ipspline.txt",0.01,132,0,132,0
61,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed61_label0_pep_ipspline.txt",0.05,132,30,132,44
62,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed62_label0_pep_ipspline.txt",0.01,132,26,132,0
62,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed62_label0_pep_ipspline.txt",0.05,132,28,132,38
63,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed63_label0_pep_ipspline.txt",0.01,132,0,132,0
63,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed63_label0_pep_ipspline.txt",0.05,132,32,132,44
64,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed64_label0_pep_ipspline.txt",0.01,132,0,132,0
64,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed64_label0_pep_ipspline.txt",0.05,132,28,132,41
65,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed65_label0_pep_ipspline.txt",0.01,132,0,132,0
65,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed65_label0_pep_ipspline.txt",0.05,132,31,132,42
66,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed66_label0_pep_ipspline.txt",0.01,132,0,132,0
66,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed66_label0_pep_ipspline.txt",0.05,132,35,132,45
67,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed67_label0_pep_ipspline.txt",0.01,132,0,132,0
67,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed67_label0_pep_ipspline.txt",0.05,132,31,132,45
68,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed68_label0_pep_ipspline.txt",0.01,132,25,132,0
68,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed68_label0_pep_ipspline.txt",0.05,132,29,132,42
69,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed69_label0_pep_ipspline.txt",0.01,132,0,132,0
69,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed69_label0_pep_ipspline.txt",0.05,132,30,132,42
70,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed70_label0_pep_ipspline.txt",0.01,132,0,132,0
70,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed70_label0_pep_ipspline.txt",0.05,132,40,132,50
71,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed71_label0_pep_ipspline.txt",0.01,132,0,132,0
71,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed71_label0_pep_ipspline.txt",0.05,132,32,132,45
72,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed72_label0_pep_ipspline.txt",0.01,132,0,132,0
72,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed72_label0_pep_ipspline.txt",0.05,132,38,132,48
73,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed73_label0_pep_ipspline.txt",0.01,132,38,132,0
73,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed73_label0_pep_ipspline.txt",0.05,132,40,132,48
74,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed74_label0_pep_ipspline.txt",0.01,132,25,132,0
74,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed74_label0_pep_ipspline.txt",0.05,132,29,132,41
75,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed75_label0_pep_ipspline.txt",0.01,132,0,132,0
75,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed75_label0_pep_ipspline.txt",0.05,132,28,132,33
76,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed76_label0_pep_ipspline.txt",0.01,132,0,132,0
76,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed76_label0_pep_ipspline.txt",0.05,132,33,132,47
77,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed77_label0_pep_ipspline.txt",0.01,132,0,132,0
77,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed77_label0_pep_ipspline.txt",0.05,132,33,132,44
78,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed78_label0_pep_ipspline.txt",0.01,132,0,132,0
78,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed78_label0_pep_ipspline.txt",0.05,132,30,132,43
79,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed79_label0_pep_ipspline.txt",0.01,132,26,132,0
79,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed79_label0_pep_ipspline.txt",0.05,132,28,132,41
80,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed80_label0_pep_ipspline.txt",0.01,132,25,132,0
80,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed80_label0_pep_ipspline.txt",0.05,132,29,132,38
81,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed81_label0_pep_ipspline.txt",0.01,132,0,132,0
81,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed81_label0_pep_ipspline.txt",0.05,132,30,132,44
82,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed82_label0_pep_ipspline.txt",0.01,132,0,132,0
82,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed82_label0_pep_ipspline.txt",0.05,132,29,132,41
83,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed83_label0_pep_ipspline.txt",0.01,132,0,132,0
83,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed83_label0_pep_ipspline.txt",0.05,132,39,132,44
84,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed84_label0_pep_ipspline.txt",0.01,132,0,132,0
84,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed84_label0_pep_ipspline.txt",0.05,132,38,132,46
85,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed85_label0_pep_ipspline.txt",0.01,132,0,132,0
85,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed85_label0_pep_ipspline.txt",0.05,132,30,132,42
86,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed86_label0_pep_ipspline.txt",0.01,132,0,132,0
86,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed86_label0_pep_ipspline.txt",0.05,132,40,132,46
87,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed87_label0_pep_ipspline.txt",0.01,132,26,132,0
87,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed87_label0_pep_ipspline.txt",0.05,132,28,132,39
88,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed88_label0_pep_ipspline.txt",0.01,132,25,132,0
88,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed88_label0_pep_ipspline.txt",0.05,132,29,132,39
89,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed89_label0_pep_ipspline.txt",0.01,132,26,132,0
89,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed89_label0_pep_ipspline.txt",0.05,132,28,132,41
90,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed90_label0_pep_ipspline.txt",0.01,132,25,132,0
90,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed90_label0_pep_ipspline.txt",0.05,132,28,132,38
91,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed91_label0_pep_ipspline.txt",0.01,132,25,132,0
91,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed91_label0_pep_ipspline.txt",0.05,132,29,132,41
92,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed92_label0_pep_ipspline.txt",0.01,132,0,132,0
92,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed92_label0_pep_ipspline.txt",0.05,132,30,132,44
93,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed93_label0_pep_ipspline.txt",0.01,132,0,132,0
93,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed93_label0_pep_ipspline.txt",0.05,132,34,132,58
94,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed94_label0_pep_ipspline.txt",0.01,132,0,132,0
94,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed94_label0_pep_ipspline.txt",0.05,132,31,132,44
95,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed95_label0_pep_ipspline.txt",0.01,132,0,132,0
95,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed95_label0_pep_ipspline.txt",0.05,132,39,132,45
96,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed96_label0_pep_ipspline.txt",0.01,132,26,132,0
96,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed96_label0_pep_ipspline.txt",0.05,132,29,132,42
97,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed97_label0_pep_ipspline.txt",0.01,132,26,132,0
97,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed97_label0_pep_ipspline.txt",0.05,132,28,132,40
98,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed98_label0_pep_ipspline.txt",0.01,132,0,132,0
98,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed98_label0_pep_ipspline.txt",0.05,132,31,132,51
99,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed99_label0_pep_ipspline.txt",0.01,132,26,132,0
99,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed99_label0_pep_ipspline.txt",0.05,132,28,132,41
100,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed100_label0_pep_ipspline.txt",0.01,132,0,132,0
100,"tcell0pt3p_scored_target","tcell0pt3p_scored_target_seed100_label0_pep_ipspline.txt",0.05,132,30,132,43
1,"tcell10p_scored_target","tcell10p_scored_target_seed1_label0_pep_ipspline.txt",0.01,132,66,132,76
1,"tcell10p_scored_target","tcell10p_scored_target_seed1_label0_pep_ipspline.txt",0.05,132,67,132,78
2,"tcell10p_scored_target","tcell10p_scored_target_seed2_label0_pep_ipspline.txt",0.01,132,66,132,76
2,"tcell10p_scored_target","tcell10p_scored_target_seed2_label0_pep_ipspline.txt",0.05,132,68,132,80
3,"tcell10p_scored_target","tcell10p_scored_target_seed3_label0_pep_ipspline.txt",0.01,132,66,132,78
3,"tcell10p_scored_target","tcell10p_scored_target_seed3_label0_pep_ipspline.txt",0.05,132,68,132,80
4,"tcell10p_scored_target","tcell10p_scored_target_seed4_label0_pep_ipspline.txt",0.01,132,66,132,75
4,"tcell10p_scored_target","tcell10p_scored_target_seed4_label0_pep_ipspline.txt",0.05,132,67,132,76
5,"tcell10p_scored_target","tcell10p_scored_target_seed5_label0_pep_ipspline.txt",0.01,132,66,132,77
5,"tcell10p_scored_target","tcell10p_scored_target_seed5_label0_pep_ipspline.txt",0.05,132,68,132,82
6,"tcell10p_scored_target","tcell10p_scored_target_seed6_label0_pep_ipspline.txt",0.01,132,66,132,76
6,"tcell10p_scored_target","tcell10p_scored_target_seed6_label0_pep_ipspline.txt",0.05,132,68,132,81
7,"tcell10p_scored_target","tcell10p_scored_target_seed7_label0_pep_ipspline.txt",0.01,132,66,132,78
7,"tcell10p_scored_target","tcell10p_scored_target_seed7_label0_pep_ipspline.txt",0.05,132,68,132,80
8,"tcell10p_scored_target","tcell10p_scored_target_seed8_label0_pep_ipspline.txt",0.01,132,66,132,76
8,"tcell10p_scored_target","tcell10p_scored_target_seed8_label0_pep_ipspline.txt",0.05,132,68,132,80
9,"tcell10p_scored_target","tcell10p_scored_target_seed9_label0_pep_ipspline.txt",0.01,132,66,132,78
9,"tcell10p_scored_target","tcell10p_scored_target_seed9_label0_pep_ipspline.txt",0.05,132,68,132,79
10,"tcell10p_scored_target","tcell10p_scored_target_seed10_label0_pep_ipspline.txt",0.01,132,65,132,70
10,"tcell10p_scored_target","tcell10p_scored_target_seed10_label0_pep_ipspline.txt",0.05,132,67,132,77
11,"tcell10p_scored_target","tcell10p_scored_target_seed11_label0_pep_ipspline.txt",0.01,132,66,132,78
11,"tcell10p_scored_target","tcell10p_scored_target_seed11_label0_pep_ipspline.txt",0.05,132,68,132,80
12,"tcell10p_scored_target","tcell10p_scored_target_seed12_label0_pep_ipspline.txt",0.01,132,66,132,73
12,"tcell10p_scored_target","tcell10p_scored_target_seed12_label0_pep_ipspline.txt",0.05,132,67,132,78
13,"tcell10p_scored_target","tcell10p_scored_target_seed13_label0_pep_ipspline.txt",0.01,132,66,132,79
13,"tcell10p_scored_target","tcell10p_scored_target_seed13_label0_pep_ipspline.txt",0.05,132,68,132,80
14,"tcell10p_scored_target","tcell10p_scored_target_seed14_label0_pep_ipspline.txt",0.01,132,66,132,74
14,"tcell10p_scored_target","tcell10p_scored_target_seed14_label0_pep_ipspline.txt",0.05,132,67,132,79
15,"tcell10p_scored_target","tcell10p_scored_target_seed15_label0_pep_ipspline.txt",0.01,132,66,132,78
15,"tcell10p_scored_target","tcell10p_scored_target_seed15_label0_pep_ipspline.txt",0.05,132,68,132,79
16,"tcell10p_scored_target","tcell10p_scored_target_seed16_label0_pep_ipspline.txt",0.01,132,66,132,78
16,"tcell10p_scored_target","tcell10p_scored_target_seed16_label0_pep_ipspline.txt",0.05,132,68,132,80
17,"tcell10p_scored_target","tcell10p_scored_target_seed17_label0_pep_ipspline.txt",0.01,132,66,132,79
17,"tcell10p_scored_target","tcell10p_scored_target_seed17_label0_pep_ipspline.txt",0.05,132,68,132,80
18,"tcell10p_scored_target","tcell10p_scored_target_seed18_label0_pep_ipspline.txt",0.01,132,66,132,75
18,"tcell10p_scored_target","tcell10p_scored_target_seed18_label0_pep_ipspline.txt",0.05,132,67,132,78
19,"tcell10p_scored_target","tcell10p_scored_target_seed19_label0_pep_ipspline.txt",0.01,132,66,132,73
19,"tcell10p_scored_target","tcell10p_scored_target_seed19_label0_pep_ipspline.txt",0.05,132,67,132,77
20,"tcell10p_scored_target","tcell10p_scored_target_seed20_label0_pep_ipspline.txt",0.01,132,66,132,73
20,"tcell10p_scored_target","tcell10p_scored_target_seed20_label0_pep_ipspline.txt",0.05,132,68,132,78
21,"tcell10p_scored_target","tcell10p_scored_target_seed21_label0_pep_ipspline.txt",0.01,132,66,132,76
21,"tcell10p_scored_target","tcell10p_scored_target_seed21_label0_pep_ipspline.txt",0.05,132,68,132,81
22,"tcell10p_scored_target","tcell10p_scored_target_seed22_label0_pep_ipspline.txt",0.01,132,66,132,75
22,"tcell10p_scored_target","tcell10p_scored_target_seed22_label0_pep_ipspline.txt",0.05,132,68,132,80
23,"tcell10p_scored_target","tcell10p_scored_target_seed23_label0_pep_ipspline.txt",0.01,132,66,132,76
23,"tcell10p_scored_target","tcell10p_scored_target_seed23_label0_pep_ipspline.txt",0.05,132,67,132,78
24,"tcell10p_scored_target","tcell10p_scored_target_seed24_label0_pep_ipspline.txt",0.01,132,66,132,79
24,"tcell10p_scored_target","tcell10p_scored_target_seed24_label0_pep_ipspline.txt",0.05,132,68,132,80
25,"tcell10p_scored_target","tcell10p_scored_target_seed25_label0_pep_ipspline.txt",0.01,132,66,132,77
25,"tcell10p_scored_target","tcell10p_scored_target_seed25_label0_pep_ipspline.txt",0.05,132,68,132,80
26,"tcell10p_scored_target","tcell10p_scored_target_seed26_label0_pep_ipspline.txt",0.01,132,66,132,74
26,"tcell10p_scored_target","tcell10p_scored_target_seed26_label0_pep_ipspline.txt",0.05,132,68,132,78
27,"tcell10p_scored_target","tcell10p_scored_target_seed27_label0_pep_ipspline.txt",0.01,132,66,132,79
27,"tcell10p_scored_target","tcell10p_scored_target_seed27_label0_pep_ipspline.txt",0.05,132,68,132,82
28,"tcell10p_scored_target","tcell10p_scored_target_seed28_label0_pep_ipspline.txt",0.01,132,66,132,73
28,"tcell10p_scored_target","tcell10p_scored_target_seed28_label0_pep_ipspline.txt",0.05,132,68,132,78
29,"tcell10p_scored_target","tcell10p_scored_target_seed29_label0_pep_ipspline.txt",0.01,132,66,132,76
29,"tcell10p_scored_target","tcell10p_scored_target_seed29_label0_pep_ipspline.txt",0.05,132,68,132,80
30,"tcell10p_scored_target","tcell10p_scored_target_seed30_label0_pep_ipspline.txt",0.01,132,66,132,78
30,"tcell10p_scored_target","tcell10p_scored_target_seed30_label0_pep_ipspline.txt",0.05,132,68,132,80
