"seed","basename","file","threshold","pep_total","pep_pass","q_total","q_pass"
31,"tcell10p_scored_target","tcell10p_scored_target_seed31_label0_pep_ipspline.txt",0.01,132,66,132,73
31,"tcell10p_scored_target","tcell10p_scored_target_seed31_label0_pep_ipspline.txt",0.05,132,67,132,78
32,"tcell10p_scored_target","tcell10p_scored_target_seed32_label0_pep_ipspline.txt",0.01,132,66,132,74
32,"tcell10p_scored_target","tcell10p_scored_target_seed32_label0_pep_ipspline.txt",0.05,132,68,132,80
33,"tcell10p_scored_target","tcell10p_scored_target_seed33_label0_pep_ipspline.txt",0.01,132,66,132,76
33,"tcell10p_scored_target","tcell10p_scored_target_seed33_label0_pep_ipspline.txt",0.05,132,68,132,80
34,"tcell10p_scored_target","tcell10p_scored_target_seed34_label0_pep_ipspline.txt",0.01,132,66,132,73
34,"tcell10p_scored_target","tcell10p_scored_target_seed34_label0_pep_ipspline.txt",0.05,132,67,132,76
35,"tcell10p_scored_target","tcell10p_scored_target_seed35_label0_pep_ipspline.txt",0.01,132,66,132,79
35,"tcell10p_scored_target","tcell10p_scored_target_seed35_label0_pep_ipspline.txt",0.05,132,67,132,79
36,"tcell10p_scored_target","tcell10p_scored_target_seed36_label0_pep_ipspline.txt",0.01,132,66,132,75
36,"tcell10p_scored_target","tcell10p_scored_target_seed36_label0_pep_ipspline.txt",0.05,132,67,132,79
37,"tcell10p_scored_target","tcell10p_scored_target_seed37_label0_pep_ipspline.txt",0.01,132,66,132,74
37,"tcell10p_scored_target","tcell10p_scored_target_seed37_label0_pep_ipspline.txt",0.05,132,68,132,79
38,"tcell10p_scored_target","tcell10p_scored_target_seed38_label0_pep_ipspline.txt",0.01,132,66,132,78
38,"tcell10p_scored_target","tcell10p_scored_target_seed38_label0_pep_ipspline.txt",0.05,132,68,132,79
39,"tcell10p_scored_target","tcell10p_scored_target_seed39_label0_pep_ipspline.txt",0.01,132,66,132,77
39,"tcell10p_scored_target","tcell10p_scored_target_seed39_label0_pep_ipspline.txt",0.05,132,68,132,80
40,"tcell10p_scored_target","tcell10p_scored_target_seed40_label0_pep_ipspline.txt",0.01,132,66,132,73
40,"tcell10p_scored_target","tcell10p_scored_target_seed40_label0_pep_ipspline.txt",0.05,132,67,132,77
41,"tcell10p_scored_target","tcell10p_scored_target_seed41_label0_pep_ipspline.txt",0.01,132,66,132,77
41,"tcell10p_scored_target","tcell10p_scored_target_seed41_label0_pep_ipspline.txt",0.05,132,67,132,78
42,"tcell10p_scored_target","tcell10p_scored_target_seed42_label0_pep_ipspline.txt",0.01,132,66,132,77
42,"tcell10p_scored_target","tcell10p_scored_target_seed42_label0_pep_ipspline.txt",0.05,132,68,132,79
43,"tcell10p_scored_target","tcell10p_scored_target_seed43_label0_pep_ipspline.txt",0.01,132,66,132,76
43,"tcell10p_scored_target","tcell10p_scored_target_seed43_label0_pep_ipspline.txt",0.05,132,68,132,80
44,"tcell10p_scored_target","tcell10p_scored_target_seed44_label0_pep_ipspline.txt",0.01,132,65,132,70
44,"tcell10p_scored_target","tcell10p_scored_target_seed44_label0_pep_ipspline.txt",0.05,132,67,132,78
45,"tcell10p_scored_target","tcell10p_scored_target_seed45_label0_pep_ipspline.txt",0.01,132,66,132,76
45,"tcell10p_scored_target","tcell10p_scored_target_seed45_label0_pep_ipspline.txt",0.05,132,68,132,79
46,"tcell10p_scored_target","tcell10p_scored_target_seed46_label0_pep_ipspline.txt",0.01,132,66,132,76
46,"tcell10p_scored_target","tcell10p_scored_target_seed46_label0_pep_ipspline.txt",0.05,132,67,132,78
47,"tcell10p_scored_target","tcell10p_scored_target_seed47_label0_pep_ipspline.txt",0.01,132,66,132,75
47,"tcell10p_scored_target","tcell10p_scored_target_seed47_label0_pep_ipspline.txt",0.05,132,68,132,79
48,"tcell10p_scored_target","tcell10p_scored_target_seed48_label0_pep_ipspline.txt",0.01,132,66,132,76
48,"tcell10p_scored_target","tcell10p_scored_target_seed48_label0_pep_ipspline.txt",0.05,132,68,132,80
49,"tcell10p_scored_target","tcell10p_scored_target_seed49_label0_pep_ipspline.txt",0.01,132,66,132,78
49,"tcell10p_scored_target","tcell10p_scored_target_seed49_label0_pep_ipspline.txt",0.05,132,68,132,79
50,"tcell10p_scored_target","tcell10p_scored_target_seed50_label0_pep_ipspline.txt",0.01,132,66,132,72
50,"tcell10p_scored_target","tcell10p_scored_target_seed50_label0_pep_ipspline.txt",0.05,132,68,132,79
51,"tcell10p_scored_target","tcell10p_scored_target_seed51_label0_pep_ipspline.txt",0.01,132,66,132,78
51,"tcell10p_scored_target","tcell10p_scored_target_seed51_label0_pep_ipspline.txt",0.05,132,68,132,79
52,"tcell10p_scored_target","tcell10p_scored_target_seed52_label0_pep_ipspline.txt",0.01,132,66,132,75
52,"tcell10p_scored_target","tcell10p_scored_target_seed52_label0_pep_ipspline.txt",0.05,132,67,132,78
53,"tcell10p_scored_target","tcell10p_scored_target_seed53_label0_pep_ipspline.txt",0.01,132,66,132,78
53,"tcell10p_scored_target","tcell10p_scored_target_seed53_label0_pep_ipspline.txt",0.05,132,68,132,80
54,"tcell10p_scored_target","tcell10p_scored_target_seed54_label0_pep_ipspline.txt",0.01,132,66,132,77
54,"tcell10p_scored_target","tcell10p_scored_target_seed54_label0_pep_ipspline.txt",0.05,132,67,132,78
55,"tcell10p_scored_target","tcell10p_scored_target_seed55_label0_pep_ipspline.txt",0.01,132,66,132,78
55,"tcell10p_scored_target","tcell10p_scored_target_seed55_label0_pep_ipspline.txt",0.05,132,68,132,79
56,"tcell10p_scored_target","tcell10p_scored_target_seed56_label0_pep_ipspline.txt",0.01,132,66,132,77
56,"tcell10p_scored_target","tcell10p_scored_target_seed56_label0_pep_ipspline.txt",0.05,132,68,132,80
57,"tcell10p_scored_target","tcell10p_scored_target_seed57_label0_pep_ipspline.txt",0.01,132,66,132,73
57,"tcell10p_scored_target","tcell10p_scored_target_seed57_label0_pep_ipspline.txt",0.05,132,67,132,75
58,"tcell10p_scored_target","tcell10p_scored_target_seed58_label0_pep_ipspline.txt",0.01,132,66,132,76
58,"tcell10p_scored_target","tcell10p_scored_target_seed58_label0_pep_ipspline.txt",0.05,132,68,132,80
59,"tcell10p_scored_target","tcell10p_scored_target_seed59_label0_pep_ipspline.txt",0.01,132,66,132,73
59,"tcell10p_scored_target","tcell10p_scored_target_seed59_label0_pep_ipspline.txt",0.05,132,67,132,76
60,"tcell10p_scored_target","tcell10p_scored_target_seed60_label0_pep_ipspline.txt",0.01,132,66,132,76
60,"tcell10p_scored_target","tcell10p_scored_target_seed60_label0_pep_ipspline.txt",0.05,132,68,132,80
61,"tcell10p_scored_target","tcell10p_scored_target_seed61_label0_pep_ipspline.txt",0.01,132,66,132,77
61,"tcell10p_scored_target","tcell10p_scored_target_seed61_label0_pep_ipspline.txt",0.05,132,67,132,78
62,"tcell10p_scored_target","tcell10p_scored_target_seed62_label0_pep_ipspline.txt",0.01,132,66,132,75
62,"tcell10p_scored_target","tcell10p_scored_target_seed62_label0_pep_ipspline.txt",0.05,132,67,132,77
63,"tcell10p_scored_target","tcell10p_scored_target_seed63_label0_pep_ipspline.txt",0.01,132,66,132,78
63,"tcell10p_scored_target","tcell10p_scored_target_seed63_label0_pep_ipspline.txt",0.05,132,68,132,80
64,"tcell10p_scored_target","tcell10p_scored_target_seed64_label0_pep_ipspline.txt",0.01,132,66,132,76
64,"tcell10p_scored_target","tcell10p_scored_target_seed64_label0_pep_ipspline.txt",0.05,132,68,132,78
65,"tcell10p_scored_target","tcell10p_scored_target_seed65_label0_pep_ipspline.txt",0.01,132,66,132,75
65,"tcell10p_scored_target","tcell10p_scored_target_seed65_label0_pep_ipspline.txt",0.05,132,68,132,79
66,"tcell10p_scored_target","tcell10p_scored_target_seed66_label0_pep_ipspline.txt",0.01,132,66,132,76
66,"tcell10p_scored_target","tcell10p_scored_target_seed66_label0_pep_ipspline.txt",0.05,132,67,132,79
67,"tcell10p_scored_target","tcell10p_scored_target_seed67_label0_pep_ipspline.txt",0.01,132,66,132,77
67,"tcell10p_scored_target","tcell10p_scored_target_seed67_label0_pep_ipspline.txt",0.05,132,68,132,81
68,"tcell10p_scored_target","tcell10p_scored_target_seed68_label0_pep_ipspline.txt",0.01,132,66,132,79
68,"tcell10p_scored_target","tcell10p_scored_target_seed68_label0_pep_ipspline.txt",0.05,132,68,132,80
69,"tcell10p_scored_target","tcell10p_scored_target_seed69_label0_pep_ipspline.txt",0.01,132,66,132,73
69,"tcell10p_scored_target","tcell10p_scored_target_seed69_label0_pep_ipspline.txt",0.05,132,67,132,78
70,"tcell10p_scored_target","tcell10p_scored_target_seed70_label0_pep_ipspline.txt",0.01,132,66,132,77
70,"tcell10p_scored_target","tcell10p_scored_target_seed70_label0_pep_ipspline.txt",0.05,132,68,132,80
71,"tcell10p_scored_target","tcell10p_scored_target_seed71_label0_pep_ipspline.txt",0.01,132,66,132,76
71,"tcell10p_scored_target","tcell10p_scored_target_seed71_label0_pep_ipspline.txt",0.05,132,68,132,80
72,"tcell10p_scored_target","tcell10p_scored_target_seed72_label0_pep_ipspline.txt",0.01,132,66,132,73
72,"tcell10p_scored_target","tcell10p_scored_target_seed72_label0_pep_ipspline.txt",0.05,132,67,132,79
73,"tcell10p_scored_target","tcell10p_scored_target_seed73_label0_pep_ipspline.txt",0.01,132,66,132,74
73,"tcell10p_scored_target","tcell10p_scored_target_seed73_label0_pep_ipspline.txt",0.05,132,67,132,78
74,"tcell10p_scored_target","tcell10p_scored_target_seed74_label0_pep_ipspline.txt",0.01,132,66,132,76
74,"tcell10p_scored_target","tcell10p_scored_target_seed74_label0_pep_ipspline.txt",0.05,132,68,132,79
75,"tcell10p_scored_target","tcell10p_scored_target_seed75_label0_pep_ipspline.txt",0.01,132,66,132,78
75,"tcell10p_scored_target","tcell10p_scored_target_seed75_label0_pep_ipspline.txt",0.05,132,68,132,80
76,"tcell10p_scored_target","tcell10p_scored_target_seed76_label0_pep_ipspline.txt",0.01,132,66,132,76
76,"tcell10p_scored_target","tcell10p_scored_target_seed76_label0_pep_ipspline.txt",0.05,132,67,132,78
77,"tcell10p_scored_target","tcell10p_scored_target_seed77_label0_pep_ipspline.txt",0.01,132,66,132,77
77,"tcell10p_scored_target","tcell10p_scored_target_seed77_label0_pep_ipspline.txt",0.05,132,67,132,79
78,"tcell10p_scored_target","tcell10p_scored_target_seed78_label0_pep_ipspline.txt",0.01,132,66,132,74
78,"tcell10p_scored_target","tcell10p_scored_target_seed78_label0_pep_ipspline.txt",0.05,132,68,132,79
79,"tcell10p_scored_target","tcell10p_scored_target_seed79_label0_pep_ipspline.txt",0.01,132,66,132,79
79,"tcell10p_scored_target","tcell10p_scored_target_seed79_label0_pep_ipspline.txt",0.05,132,67,132,79
80,"tcell10p_scored_target","tcell10p_scored_target_seed80_label0_pep_ipspline.txt",0.01,132,66,132,72
80,"tcell10p_scored_target","tcell10p_scored_target_seed80_label0_pep_ipspline.txt",0.05,132,67,132,77
81,"tcell10p_scored_target","tcell10p_scored_target_seed81_label0_pep_ipspline.txt",0.01,132,66,132,77
81,"tcell10p_scored_target","tcell10p_scored_target_seed81_label0_pep_ipspline.txt",0.05,132,67,132,78
82,"tcell10p_scored_target","tcell10p_scored_target_seed82_label0_pep_ipspline.txt",0.01,132,66,132,77
82,"tcell10p_scored_target","tcell10p_scored_target_seed82_label0_pep_ipspline.txt",0.05,132,68,132,79
83,"tcell10p_scored_target","tcell10p_scored_target_seed83_label0_pep_ipspline.txt",0.01,132,66,132,72
83,"tcell10p_scored_target","tcell10p_scored_target_seed83_label0_pep_ipspline.txt",0.05,132,67,132,77
84,"tcell10p_scored_target","tcell10p_scored_target_seed84_label0_pep_ipspline.txt",0.01,132,66,132,79
84,"tcell10p_scored_target","tcell10p_scored_target_seed84_label0_pep_ipspline.txt",0.05,132,68,132,80
85,"tcell10p_scored_target","tcell10p_scored_target_seed85_label0_pep_ipspline.txt",0.01,132,66,132,76
85,"tcell10p_scored_target","tcell10p_scored_target_seed85_label0_pep_ipspline.txt",0.05,132,68,132,79
86,"tcell10p_scored_target","tcell10p_scored_target_seed86_label0_pep_ipspline.txt",0.01,132,66,132,76
86,"tcell10p_scored_target","tcell10p_scored_target_seed86_label0_pep_ipspline.txt",0.05,132,68,132,79
87,"tcell10p_scored_target","tcell10p_scored_target_seed87_label0_pep_ipspline.txt",0.01,132,66,132,75
87,"tcell10p_scored_target","tcell10p_scored_target_seed87_label0_pep_ipspline.txt",0.05,132,67,132,78
88,"tcell10p_scored_target","tcell10p_scored_target_seed88_label0_pep_ipspline.txt",0.01,132,66,132,75
88,"tcell10p_scored_target","tcell10p_scored_target_seed88_label0_pep_ipspline.txt",0.05,132,68,132,79
89,"tcell10p_scored_target","tcell10p_scored_target_seed89_label0_pep_ipspline.txt",0.01,132,66,132,76
89,"tcell10p_scored_target","tcell10p_scored_target_seed89_label0_pep_ipspline.txt",0.05,132,67,132,78
90,"tcell10p_scored_target","tcell10p_scored_target_seed90_label0_pep_ipspline.txt",0.01,132,66,132,77
90,"tcell10p_scored_target","tcell10p_scored_target_seed90_label0_pep_ipspline.txt",0.05,132,68,132,80
91,"tcell10p_scored_target","tcell10p_scored_target_seed91_label0_pep_ipspline.txt",0.01,132,66,132,77
91,"tcell10p_scored_target","tcell10p_scored_target_seed91_label0_pep_ipspline.txt",0.05,132,68,132,80
92,"tcell10p_scored_target","tcell10p_scored_target_seed92_label0_pep_ipspline.txt",0.01,132,66,132,77
92,"tcell10p_scored_target","tcell10p_scored_target_seed92_label0_pep_ipspline.txt",0.05,132,68,132,79
93,"tcell10p_scored_target","tcell10p_scored_target_seed93_label0_pep_ipspline.txt",0.01,132,66,132,76
93,"tcell10p_scored_target","tcell10p_scored_target_seed93_label0_pep_ipspline.txt",0.05,132,67,132,78
94,"tcell10p_scored_target","tcell10p_scored_target_seed94_label0_pep_ipspline.txt",0.01,132,66,132,77
94,"tcell10p_scored_target","tcell10p_scored_target_seed94_label0_pep_ipspline.txt",0.05,132,68,132,81
95,"tcell10p_scored_target","tcell10p_scored_target_seed95_label0_pep_ipspline.txt",0.01,132,66,132,76
95,"tcell10p_scored_target","tcell10p_scored_target_seed95_label0_pep_ipspline.txt",0.05,132,68,132,79
96,"tcell10p_scored_target","tcell10p_scored_target_seed96_label0_pep_ipspline.txt",0.01,132,66,132,79
96,"tcell10p_scored_target","tcell10p_scored_target_seed96_label0_pep_ipspline.txt",0.05,132,68,132,81
97,"tcell10p_scored_target","tcell10p_scored_target_seed97_label0_pep_ipspline.txt",0.01,132,66,132,78
97,"tcell10p_scored_target","tcell10p_scored_target_seed97_label0_pep_ipspline.txt",0.05,132,68,132,80
98,"tcell10p_scored_target","tcell10p_scored_target_seed98_label0_pep_ipspline.txt",0.01,132,66,132,77
98,"tcell10p_scored_target","tcell10p_scored_target_seed98_label0_pep_ipspline.txt",0.05,132,67,132,79
99,"tcell10p_scored_target","tcell10p_scored_target_seed99_label0_pep_ipspline.txt",0.01,132,66,132,74
99,"tcell10p_scored_target","tcell10p_scored_target_seed99_label0_pep_ipspline.txt",0.05,132,67,132,79
100,"tcell10p_scored_target","tcell10p_scored_target_seed100_label0_pep_ipspline.txt",0.01,132,66,132,72
100,"tcell10p_scored_target","tcell10p_scored_target_seed100_label0_pep_ipspline.txt",0.05,132,68,132,78
1,"tcell1p_scored_target","tcell1p_scored_target_seed1_label0_pep_ipspline.txt",0.01,132,0,132,0
1,"tcell1p_scored_target","tcell1p_scored_target_seed1_label0_pep_ipspline.txt",0.05,132,27,132,36
2,"tcell1p_scored_target","tcell1p_scored_target_seed2_label0_pep_ipspline.txt",0.01,132,0,132,0
2,"tcell1p_scored_target","tcell1p_scored_target_seed2_label0_pep_ipspline.txt",0.05,132,16,132,24
3,"tcell1p_scored_target","tcell1p_scored_target_seed3_label0_pep_ipspline.txt",0.01,132,13,132,0
3,"tcell1p_scored_target","tcell1p_scored_target_seed3_label0_pep_ipspline.txt",0.05,132,14,132,21
4,"tcell1p_scored_target","tcell1p_scored_target_seed4_label0_pep_ipspline.txt",0.01,132,0,132,0
4,"tcell1p_scored_target","tcell1p_scored_target_seed4_label0_pep_ipspline.txt",0.05,132,27,132,34
5,"tcell1p_scored_target","tcell1p_scored_target_seed5_label0_pep_ipspline.txt",0.01,132,25,132,0
5,"tcell1p_scored_target","tcell1p_scored_target_seed5_label0_pep_ipspline.txt",0.05,132,27,132,33
6,"tcell1p_scored_target","tcell1p_scored_target_seed6_label0_pep_ipspline.txt",0.01,132,0,132,0
6,"tcell1p_scored_target","tcell1p_scored_target_seed6_label0_pep_ipspline.txt",0.05,132,14,132,18
7,"tcell1p_scored_target","tcell1p_scored_target_seed7_label0_pep_ipspline.txt",0.01,132,0,132,0
7,"tcell1p_scored_target","tcell1p_scored_target_seed7_label0_pep_ipspline.txt",0.05,132,16,132,27
8,"tcell1p_scored_target","tcell1p_scored_target_seed8_label0_pep_ipspline.txt",0.01,132,0,132,0
8,"tcell1p_scored_target","tcell1p_scored_target_seed8_label0_pep_ipspline.txt",0.05,132,24,132,33
9,"tcell1p_scored_target","tcell1p_scored_target_seed9_label0_pep_ipspline.txt",0.01,132,0,132,0
9,"tcell1p_scored_target","tcell1p_scored_target_seed9_label0_pep_ipspline.txt",0.05,132,26,132,31
10,"tcell1p_scored_target","tcell1p_scored_target_seed10_label0_pep_ipspline.txt",0.01,132,0,132,0
10,"tcell1p_scored_target","tcell1p_scored_target_seed10_label0_pep_ipspline.txt",0.05,132,13,132,18
11,"tcell1p_scored_target","tcell1p_scored_target_seed11_label0_pep_ipspline.txt",0.01,132,0,132,0
11,"tcell1p_scored_target","tcell1p_scored_target_seed11_label0_pep_ipspline.txt",0.05,132,25,132,31
12,"tcell1p_scored_target","tcell1p_scored_target_seed12_label0_pep_ipspline.txt",0.01,132,0,132,0
12,"tcell1p_scored_target","tcell1p_scored_target_seed12_label0_pep_ipspline.txt",0.05,132,16,132,30
13,"tcell1p_scored_target","tcell1p_scored_target_seed13_label0_pep_ipspline.txt",0.01,132,0,132,0
13,"tcell1p_scored_target","tcell1p_scored_target_seed13_label0_pep_ipspline.txt",0.05,132,26,132,32
14,"tcell1p_scored_target","tcell1p_scored_target_seed14_label0_pep_ipspline.txt",0.01,132,13,132,0
14,"tcell1p_scored_target","tcell1p_scored_target_seed14_label0_pep_ipspline.txt",0.05,132,15,132,23
15,"tcell1p_scored_target","tcell1p_scored_target_seed15_label0_pep_ipspline.txt",0.01,132,0,132,0
15,"tcell1p_scored_target","tcell1p_scored_target_seed15_label0_pep_ipspline.txt",0.05,132,15,132,22
16,"tcell1p_scored_target","tcell1p_scored_target_seed16_label0_pep_ipspline.txt",0.01,132,0,132,0
16,"tcell1p_scored_target","tcell1p_scored_target_seed16_label0_pep_ipspline.txt",0.05,132,16,132,27
17,"tcell1p_scored_target","tcell1p_scored_target_seed17_label0_pep_ipspline.txt",0.01,132,0,132,0
17,"tcell1p_scored_target","tcell1p_scored_target_seed17_label0_pep_ipspline.txt",0.05,132,16,132,28
18,"tcell1p_scored_target","tcell1p_scored_target_seed18_label0_pep_ipspline.txt",0.01,132,0,132,0
18,"tcell1p_scored_target","tcell1p_scored_target_seed18_label0_pep_ipspline.txt",0.05,132,26,132,32
19,"tcell1p_scored_target","tcell1p_scored_target_seed19_label0_pep_ipspline.txt",0.01,132,0,132,0
19,"tcell1p_scored_target","tcell1p_scored_target_seed19_label0_pep_ipspline.txt",0.05,132,15,132,23
20,"tcell1p_scored_target","tcell1p_scored_target_seed20_label0_pep_ipspline.txt",0.01,132,0,132,0
20,"tcell1p_scored_target","tcell1p_scored_target_seed20_label0_pep_ipspline.txt",0.05,132,15,132,20
21,"tcell1p_scored_target","tcell1p_scored_target_seed21_label0_pep_ipspline.txt",0.01,132,0,132,0
21,"tcell1p_scored_target","tcell1p_scored_target_seed21_label0_pep_ipspline.txt",0.05,132,16,132,28
22,"tcell1p_scored_target","tcell1p_scored_target_seed22_label0_pep_ipspline.txt",0.01,132,0,132,0
22,"tcell1p_scored_target","tcell1p_scored_target_seed22_label0_pep_ipspline.txt",0.05,132,15,132,22
23,"tcell1p_scored_target","tcell1p_scored_target_seed23_label0_pep_ipspline.txt",0.01,132,0,132,0
23,"tcell1p_scored_target","tcell1p_scored_target_seed23_label0_pep_ipspline.txt",0.05,132,15,132,22
24,"tcell1p_scored_target","tcell1p_scored_target_seed24_label0_pep_ipspline.txt",0.01,132,0,132,0
24,"tcell1p_scored_target","tcell1p_scored_target_seed24_label0_pep_ipspline.txt",0.05,132,16,132,28
25,"tcell1p_scored_target","tcell1p_scored_target_seed25_label0_pep_ipspline.txt",0.01,132,0,132,0
25,"tcell1p_scored_target","tcell1p_scored_target_seed25_label0_pep_ipspline.txt",0.05,132,27,132,33
26,"tcell1p_scored_target","tcell1p_scored_target_seed26_label0_pep_ipspline.txt",0.01,132,0,132,0
26,"tcell1p_scored_target","tcell1p_scored_target_seed26_label0_pep_ipspline.txt",0.05,132,15,132,22
27,"tcell1p_scored_target","tcell1p_scored_target_seed27_label0_pep_ipspline.txt",0.01,132,0,132,0
27,"tcell1p_scored_target","tcell1p_scored_target_seed27_label0_pep_ipspline.txt",0.05,132,14,132,18
28,"tcell1p_scored_target","tcell1p_scored_target_seed28_label0_pep_ipspline.txt",0.01,132,25,132,0
28,"tcell1p_scored_target","tcell1p_scored_target_seed28_label0_pep_ipspline.txt",0.05,132,27,132,33
29,"tcell1p_scored_target","tcell1p_scored_target_seed29_label0_pep_ipspline.txt",0.01,132,0,132,0
29,"tcell1p_scored_target","tcell1p_scored_target_seed29_label0_pep_ipspline.txt",0.05,132,0,132,16
30,"tcell1p_scored_target","tcell1p_scored_target_seed30_label0_pep_ipspline.txt",0.01,132,0,132,0
30,"tcell1p_scored_target","tcell1p_scored_target_seed30_label0_pep_ipspline.txt",0.05,132,14,132,18
31,"tcell1p_scored_target","tcell1p_scored_target_seed31_label0_pep_ipspline.txt",0.01,132,0,132,0
31,"tcell1p_scored_target","tcell1p_scored_target_seed31_label0_pep_ipspline.txt",0.05,132,15,132,23
32,"tcell1p_scored_target","tcell1p_scored_target_seed32_label0_pep_ipspline.txt",0.01,132,0,132,0
32,"tcell1p_scored_target","tcell1p_scored_target_seed32_label0_pep_ipspline.txt",0.05,132,16,132,31
33,"tcell1p_scored_target","tcell1p_scored_target_seed33_label0_pep_ipspline.txt",0.01,132,0,132,0
33,"tcell1p_scored_target","tcell1p_scored_target_seed33_label0_pep_ipspline.txt",0.05,132,0,132,14
34,"tcell1p_scored_target","tcell1p_scored_target_seed34_label0_pep_ipspline.txt",0.01,132,0,132,0
34,"tcell1p_scored_target","tcell1p_scored_target_seed34_label0_pep_ipspline.txt",0.05,132,16,132,30
35,"tcell1p_scored_target","tcell1p_scored_target_seed35_label0_pep_ipspline.txt",0.01,132,0,132,0
35,"tcell1p_scored_target","tcell1p_scored_target_seed35_label0_pep_ipspline.txt",0.05,132,0,132,14
36,"tcell1p_scored_target","tcell1p_scored_target_seed36_label0_pep_ipspline.txt",0.01,132,0,132,0
36,"tcell1p_scored_target","tcell1p_scored_target_seed36_label0_pep_ipspline.txt",0.05,132,26,132,31
37,"tcell1p_scored_target","tcell1p_scored_target_seed37_label0_pep_ipspline.txt",0.01,132,0,132,0
37,"tcell1p_scored_target","tcell1p_scored_target_seed37_label0_pep_ipspline.txt",0.05,132,13,132,16
38,"tcell1p_scored_target","tcell1p_scored_target_seed38_label0_pep_ipspline.txt",0.01,132,12,132,0
38,"tcell1p_scored_target","tcell1p_scored_target_seed38_label0_pep_ipspline.txt",0.05,132,15,132,27
39,"tcell1p_scored_target","tcell1p_scored_target_seed39_label0_pep_ipspline.txt",0.01,132,0,132,0
39,"tcell1p_scored_target","tcell1p_scored_target_seed39_label0_pep_ipspline.txt",0.05,132,15,132,23
40,"tcell1p_scored_target","tcell1p_scored_target_seed40_label0_pep_ipspline.txt",0.01,132,0,132,0
40,"tcell1p_scored_target","tcell1p_scored_target_seed40_label0_pep_ipspline.txt",0.05,132,27,132,32
41,"tcell1p_scored_target","tcell1p_scored_target_seed41_label0_pep_ipspline.txt",0.01,132,13,132,0
41,"tcell1p_scored_target","tcell1p_scored_target_seed41_label0_pep_ipspline.txt",0.05,132,15,132,22
42,"tcell1p_scored_target","tcell1p_scored_target_seed42_label0_pep_ipspline.txt",0.01,132,0,132,0
42,"tcell1p_scored_target","tcell1p_scored_target_seed42_label0_pep_ipspline.txt",0.05,132,15,132,22
43,"tcell1p_scored_target","tcell1p_scored_target_seed43_label0_pep_ipspline.txt",0.01,132,12,132,0
43,"tcell1p_scored_target","tcell1p_scored_target_seed43_label0_pep_ipspline.txt",0.05,132,15,132,27
44,"tcell1p_scored_target","tcell1p_scored_target_seed44_label0_pep_ipspline.txt",0.01,132,0,132,0
44,"tcell1p_scored_target","tcell1p_scored_target_seed44_label0_pep_ipspline.txt",0.05,132,16,132,28
45,"tcell1p_scored_target","tcell1p_scored_target_seed45_label0_pep_ipspline.txt",0.01,132,0,132,0
45,"tcell1p_scored_target","tcell1p_scored_target_seed45_label0_pep_ipspline.txt",0.05,132,16,132,29
46,"tcell1p_scored_target","tcell1p_scored_target_seed46_label0_pep_ipspline.txt",0.01,132,0,132,0
46,"tcell1p_scored_target","tcell1p_scored_target_seed46_label0_pep_ipspline.txt",0.05,132,14,132,18
47,"tcell1p_scored_target","tcell1p_scored_target_seed47_label0_pep_ipspline.txt",0.01,132,0,132,0
47,"tcell1p_scored_target","tcell1p_scored_target_seed47_label0_pep_ipspline.txt",0.05,132,13,132,18
48,"tcell1p_scored_target","tcell1p_scored_target_seed48_label0_pep_ipspline.txt",0.01,132,0,132,0
48,"tcell1p_scored_target","tcell1p_scored_target_seed48_label0_pep_ipspline.txt",0.05,132,0,132,14
49,"tcell1p_scored_target","tcell1p_scored_target_seed49_label0_pep_ipspline.txt",0.01,132,0,132,0
49,"tcell1p_scored_target","tcell1p_scored_target_seed49_label0_pep_ipspline.txt",0.05,132,27,132,35
50,"tcell1p_scored_target","tcell1p_scored_target_seed50_label0_pep_ipspline.txt",0.01,132,0,132,0
50,"tcell1p_scored_target","tcell1p_scored_target_seed50_label0_pep_ipspline.txt",0.05,132,14,132,20
51,"tcell1p_scored_target","tcell1p_scored_target_seed51_label0_pep_ipspline.txt",0.01,132,13,132,0
51,"tcell1p_scored_target","tcell1p_scored_target_seed51_label0_pep_ipspline.txt",0.05,132,15,132,25
52,"tcell1p_scored_target","tcell1p_scored_target_seed52_label0_pep_ipspline.txt",0.01,132,0,132,0
52,"tcell1p_scored_target","tcell1p_scored_target_seed52_label0_pep_ipspline.txt",0.05,132,21,132,42
53,"tcell1p_scored_target","tcell1p_scored_target_seed53_label0_pep_ipspline.txt",0.01,132,0,132,0
53,"tcell1p_scored_target","tcell1p_scored_target_seed53_label0_pep_ipspline.txt",0.05,132,17,132,31
54,"tcell1p_scored_target","tcell1p_scored_target_seed54_label0_pep_ipspline.txt",0.01,132,0,132,0
54,"tcell1p_scored_target","tcell1p_scored_target_seed54_label0_pep_ipspline.txt",0.05,132,16,132,26
55,"tcell1p_scored_target","tcell1p_scored_target_seed55_label0_pep_ipspline.txt",0.01,132,0,132,0
55,"tcell1p_scored_target","tcell1p_scored_target_seed55_label0_pep_ipspline.txt",0.05,132,14,132,20
56,"tcell1p_scored_target","tcell1p_scored_target_seed56_label0_pep_ipspline.txt",0.01,132,0,132,0
56,"tcell1p_scored_target","tcell1p_scored_target_seed56_label0_pep_ipspline.txt",0.05,132,16,132,28
57,"tcell1p_scored_target","tcell1p_scored_target_seed57_label0_pep_ipspline.txt",0.01,132,0,132,0
